song_id,ground_truth,kmeans,agglo,dbscan
spotifydown.com - In This Shirt,unknown,80,39,30
Penelope_Scott_Rät,Penelope,24,19,-1
Wheatus - Teenage Dirtbag,unknown,100,38,5
SpotiDownloader.com - Seventeen Going Under - Sam Fender,unknown,78,17,212
[SPOTDOWNLOADER.COM] Angel,unknown,40,22,-1
NF - Let You Down,unknown,85,12,46
SpotiMate.io - Treat You Better - Shawn Mendes,unknown,90,2,22
Ava Max - Belladonna,unknown,70,40,0
Panic Room - Au-Ra,unknown,76,26,23
SpotiMate.io - Sienna - The Marías,unknown,44,61,-1
SpotiDownloader.com - Can't Hold Us (feat. Ray Dalton) - Macklemore,unknown,77,76,-1
SpotiDownloader.com - Yellow Flicker Beat - Lorde,unknown,39,23,106
[SPOTDOWNLOADER.COM] Angel,unknown,62,47,-1
spotifydown.com - Sucker (from the series Arcane League of Legends),unknown,47,34,20
girl in red - Rue,unknown,17,64,-1
YUNGBLUD - breakdown.,unknown,78,53,-1
Wheatus - Teenage Dirtbag,unknown,100,38,5
spotifydown.com - Love Crime - Amuse-Bouche Version,unknown,76,26,-1
spotifydown.com - Baby Blue Movie,unknown,63,44,-1
[SPOTDOWNLOADER.COM] Angel,unknown,62,47,-1
spotifydown.com - Cigarette,unknown,35,39,-1
Johnny Orlando - someone will love you better,unknown,2,21,-1
League of Legends - The Curse of the Sad Mummy,unknown,81,59,-1
spotifydown.com - I Sent My Therapist To Therapy,unknown,37,23,-1
spotidownloader.com - California - Chappell Roan,unknown,56,30,-1
Jvke - this is what autumn feels like,unknown,80,39,-1
One True God x The Tech Thieves - Keep You (64 kbps),unknown,97,3,-1
spotifydown.com - So What,unknown,68,27,13
SpotiDownloader.com - Pain - PinkPantheress,unknown,79,52,-1
SpotiMate.io - The Dead Dance - Lady Gaga,unknown,32,85,2
SpotiMate.io - Treat You Better - Shawn Mendes,unknown,72,5,20
SpotiDownloader.com - Past Lives - BØRNS,unknown,9,12,122
SpotiDownloader.com - 12 to 12 - sombr,unknown,68,34,27
Prismo - Solo,unknown,31,10,213
SpotiDownloader.com - Before He Cheats - Carrie Underwood,unknown,70,40,0
Mother Mother - Hayloft,unknown,70,40,-1
spotifydown.com - Washing Machine Heart,unknown,32,29,177
Ellise_Wicked_Witch_of_the_Westside,Ellise,9,14,14
Matt_Kent_Lacrimosa,Matt,88,0,-1
spotifydown.com - Close To You,unknown,53,85,14
Bella_Poarch_Build_a_Bitch,Bella,16,70,-1
Maisie_Peters_Blonde,Maisie,28,5,99
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,89,102,202
SpotiMate.io - Space Song - Beach House,unknown,24,19,-1
Linkin Park - Friendly Fire,unknown,11,11,-1
SpotiMate.io - Music To Watch Boys To - Lana Del Rey,unknown,59,88,120
spotifydown.com - Fourth of July,unknown,27,48,-1
SpotiDownloader.com - Falling In Love - Cigarettes After Sex,unknown,63,61,-1
SpotiDownloader.com - Anxiety - Doechii,unknown,9,14,197
League of Legends - RISE,unknown,96,80,-1
Radiohead - Everything In Its Right Place,unknown,30,96,-1
Lady Gaga - Disease,unknown,10,83,-1
Tate Mcrae-1035,unknown,53,85,14
SpotiMate.io - Chemtrails Over The Country Club - Lana Del Rey,unknown,0,26,-1
SpotiDownloader.com - Everything is romantic featuring caroline polachek - Charli xcx,unknown,15,60,-1
[SPOTDOWNLOADER.COM] Video Games,unknown,81,91,9
SpotiDownloader.com - party 4 u - Charli xcx,unknown,16,69,-1
SpotiDownloader.com - Sunsetz - Cigarettes After Sex,unknown,56,48,81
347aidan - Dancing in My Room,unknown,0,60,-1
SpotiDownloader.com - She Looks So Perfect - 5 Seconds of Summer,unknown,28,5,99
spotifydown.com - Die With A Smile,unknown,10,9,-1
SpotiDownloader.com - Seventeen Going Under - Sam Fender,unknown,41,13,102
League of Legends - Fire To The Fuse,unknown,31,10,-1
SpotiDownloader.com - Angry Too - Lola Blanc,unknown,2,21,-1
[SPOTDOWNLOADER.COM] Zombie,unknown,51,8,152
01 Puppet,unknown,60,92,10
spotifydown.com - Dog Days Are Over,unknown,47,34,27
spotifydown.com - Let Me Follow,unknown,57,64,-1
spotifydown.com - all the kids are depressed,unknown,29,24,-1
spotifydown.com - Iris,unknown,39,23,126
SpotiDownloader.com - My Girl - Isabel LaRosa,unknown,53,85,-1
Billie Eilish - Bored,unknown,15,44,-1
I've Had Enough - Melina KB,unknown,103,51,-1
Jvke - this is what sadness feels like,unknown,15,16,-1
14 - twenty one pilots - Drag Path,unknown,26,20,125
spotifydown.com - Die With A Smile,unknown,41,13,-1
NF - The Search,unknown,10,70,77
spotifydown.com - I Love You So,unknown,92,50,43
SpotiDownloader.com - Nightmare - Halsey,unknown,100,9,-1
League of Legends - GODS,unknown,84,101,117
SpotiDownloader.com - TV - Billie Eilish,unknown,49,56,-1
Sohodolls - Bang Bang Bang Bang,unknown,53,68,0
spotifydown.com - Orpheus,unknown,70,40,0
Sasha Alex Sloan - Lie,unknown,99,49,-1
SpotiDownloader.com - We Hug Now - Sydney Rose,unknown,85,12,-1
Jorge Rivera-Herrans - Just a Man,unknown,86,98,-1
[SPOTDOWNLOADER.COM] Creatures in Heaven,unknown,84,101,170
Beyoncé - MY HOUSE,unknown,39,60,-1
SpotiMate.io - The Water Is Fine - Chloe Ament,unknown,25,26,184
Neoni - VILLAIN,unknown,39,23,201
SpotiDownloader.com - Rock That Body - Black Eyed Peas,unknown,31,10,22
SpotiDownloader.com - Eyes Closed - Imagine Dragons,unknown,57,83,69
Moncrieff_Serial_Killer,Moncrieff,57,64,108
[SPOTDOWNLOADER.COM] My Kink Is Karma,unknown,33,2,8
Jvke - this is what autumn feels like,unknown,80,39,-1
Imagine_Dragons_Enemy_feat_J_I_D,Imagine,5,38,214
Griff - Black Hole,unknown,13,0,-1
Clean Bandit x Elley Duhé – Don’t Leave Me Lonely,unknown,49,31,-1
Melanie Martinez - Mad Hatter,unknown,5,68,0
SpotiDownloader.com - Apocalypse - Cigarettes After Sex,unknown,84,86,78
[SPOTDOWNLOADER.COM] One More Light,unknown,56,48,-1
Olivia Rodrigo - Can’t Catch Me Now,unknown,92,50,43
spotifydown.com - As the World Caves In,unknown,36,20,-1
Harry Styles - Kiwi,unknown,68,27,27
SpotiDownloader.com - There Is a Light That Never Goes Out - 2011 Remaster - The Smiths,unknown,16,69,-1
SpotiMate.io - Cinnamon Girl - Lana Del Rey,unknown,91,46,-1
Madds_Buckley_The_Red_Means_I_Love_You,Madds,21,33,-1
spotifydown.com - New Woman (feat. ROSALÍA),unknown,7,103,-1
spotidownloader.com - Picture You - Chappell Roan,unknown,65,0,-1
spotifydown.com - I.Crawl - Childish Gambino,unknown,2,21,-1
SpotiMate.io - Bubblegum Bitch - MARINA,unknown,31,10,0
Madds_Buckley_The_Red_Means_I_Love_You,Madds,21,33,-1
Ayla D'Lyla - Money,unknown,93,15,-1
Lady_Gaga_Bloody_Mary,Lady,9,14,14
spotifydown.com - Abracadabra - Lady Gaga,unknown,102,8,169
10. When Everything Went Wrong (from the series Arcane League of Legends),unknown,51,95,-1
Arctic Monkeys - Do I Wanna Know,unknown,57,64,108
Tommee_Profitt_Can_t_Help_Falling_In_Love,Tommee,24,19,80
SpotiDownloader.com - Mercy - Shawn Mendes,unknown,102,8,72
Lorde - Team,unknown,5,38,193
SpotiDownloader.com - Next Summer - Damiano David,unknown,70,40,0
Emily Browning - Sweet Dreams (Are Made Of This),unknown,62,47,-1
spotifydown.com - Washing Machine Heart,unknown,32,29,177
[SPOTDOWNLOADER.COM] Monster,unknown,72,29,0
d4vd - Romantic Homicide,unknown,94,17,-1
margø_the_other_side,margø,37,23,-1
Dove Cameron - We Go Down Together,unknown,49,56,-1
SpotiDownloader.com - Touch - Cigarettes After Sex,unknown,30,44,185
spotifydown.com - Mystery of Love,unknown,50,100,-1
Cookiee Kawaii - Violin (feat. Dear Silas),unknown,100,38,-1
Royal_the_Serpent_IM_NOT_SORRY,Royal,100,38,-1
League of Legends - RISE,unknown,96,80,-1
SpotiDownloader.com - Elastic Heart - Sia,unknown,38,9,41
spotifydown.com - Cherry Tree,unknown,81,59,-1
Arctic Monkeys - Do I Wanna Know,unknown,57,64,-1
SpotiDownloader.com - Starboy - The Weeknd,unknown,25,42,86
Skillet - The Resistance,unknown,28,5,66
SpotiMate.io - Treat You Better - Shawn Mendes,unknown,72,5,20
spotifydown.com - Baby Blue Bathing Suit,unknown,67,13,-1
Tommee_Profitt_Can_t_Help_Falling_In_Love,Tommee,24,19,80
spotifydown.com - Monsters (feat. blackbear) - All Time Low,unknown,47,34,-1
spotifydown.com - Insane,unknown,41,13,-1
spotifydown.com - la di die (feat. Jaden Hossler),unknown,72,5,20
VALORANT - RENEGADE,unknown,30,96,176
Chandler Leighton - When You Say My Name,unknown,7,103,-1
Misha Mansoor - The Beast (from the series Arcane League of Legends),unknown,33,89,-1
2WEI_Survivor,2WEI,92,50,94
Six_Don_t_Lose_Ur_Head,Six,82,82,-1
spotifydown.com - Two Men in Love,unknown,71,16,-1
spotidownloader.com - Come Back for Me - Jaymes Young,unknown,80,39,-1
Bon Jovi - It's My Life,unknown,47,34,20
Wheatus - Teenage Dirtbag,unknown,70,57,-1
SpotiDownloader.com - dying on the inside - Nessa Barrett,unknown,68,27,27
spotifydown.com - Two Men in Love,unknown,102,8,51
[SPOTDOWNLOADER.COM] Blood __ Water,[SPOTDOWNLOADER.COM] Blood ,43,18,-1
Katie Gregson-MacLeod - complex (demo),unknown,59,88,-1
spotifydown.com - I Was Made For Lovin’ You (from The Fall Guy) [Orchestral Version],unknown,78,53,-1
SpotiDownloader.com - Fix You - Coldplay,unknown,77,76,-1
MØØNWATER_Darkside,MØØNWATER,13,58,-1
SpotiDownloader.com - Can't Hold Us (feat. Ray Dalton) - Macklemore,unknown,51,54,-1
SpotiDownloader.com - Nothing's Gonna Hurt You Baby - Cigarettes After Sex,unknown,44,81,44
Misha Mansoor - The Beast (from the series Arcane League of Legends),unknown,92,50,118
Aly_AJ_Potential_Breakup_Song,Aly,72,5,20
SpotifyMate.com - Mantra - JENNIE,unknown,37,23,208
Olivia Rodrigo - Can’t Catch Me Now,unknown,10,9,-1
SpotiDownloader.com - Nobody Gets Me - SZA,unknown,25,26,184
SZA - I Hate U,unknown,33,89,-1
03. Goodbye (from the series Arcane League of Legends),unknown,99,84,-1
spotifydown.com - Please Please Please,unknown,39,23,126
League_of_Legends_Worlds_Collide,League,57,97,-1
Chicago - Cell Block Tango,unknown,60,92,79
Maggie_Lindemann_Knife_Under_My_Pillow,Maggie,5,68,0
SpotiDownloader.com - VILLAIN - K_DA,SpotiDownloader.com - VILLAIN - K,39,68,131
"01 Take Over (feat. Jeremy McKinnon,",unknown,70,40,0
Ethan_Bortnick_engravings,Ethan,64,56,143
spotifydown.com - Desire,unknown,92,50,94
SpotiDownloader.com - Where Have You Been - Rihanna,unknown,16,18,-1
spotifydown.com - New Woman (feat. ROSALÍA),unknown,72,5,20
spotifydown.com - In My Bones,unknown,92,12,-1
SpotiDownloader.com - Fix You - Coldplay,unknown,61,41,-1
spotifydown.com - Icarus,unknown,39,23,42
spotifydown.com - Cold Cold Cold - Cage The Elephant,unknown,4,8,-1
SpotiDownloader.com - Sugar On My Tongue - Tyler,unknown,100,38,5
Maisie_Peters_Blonde,Maisie,31,74,-1
SpotiDownloader.com - LABOUR - the cacophony - Paris Paloma,unknown,76,14,161
spotifydown.com - Viva La Vida,unknown,57,97,-1
spotifydown.com - Left Hand Free,unknown,19,17,187
spotifydown.com - HEARTBEAT,unknown,70,57,32
[SPOTDOWNLOADER.COM] Overcompensate,unknown,53,85,14
SpotiDownloader.com - What Was That - Lorde,unknown,89,95,-1
14 - twenty one pilots - Drag Path,unknown,63,61,-1
SpotiMate.io - What Have They Done To Us _ft. Sasha Alex Sloan_ _from the series Arcane League of Legends_ - Mako,SpotiMate.io - What Have They Done To Us ,37,45,-1
League of Legends - Warriors,unknown,85,64,114
Bryce Fox - Horns,unknown,102,8,203
spotifydown.com - Bad Reputation - Joan Jett & the Blackhearts,unknown,4,20,-1
Melanie Martinez - Mad Hatter,unknown,28,5,20
VALORANT - VISIONS,unknown,9,14,119
spotifydown.com - Orpheus,unknown,69,4,-1
SpotiDownloader.com - The Subway - Chappell Roan,unknown,46,38,67
SpotiDownloader.com - MAMMAMIA - Måneskin,unknown,53,40,0
spotidownloader.com - Busy Woman - Sabrina Carpenter,unknown,32,40,191
GREYLEE_I_m_Coming_For_It,GREYLEE,92,14,-1
spotifydown.com - Hero,unknown,57,64,-1
Arctic Monkeys - Do I Wanna Know,unknown,57,64,-1
11. What Could Have Been feat. Ray Chen (from the series Arcane League of Legends),unknown,1,95,-1
[SPOTDOWNLOADER.COM] Lotus Eater,unknown,98,86,95
SpotiMate.io - The Last Of The Real Ones - Fall Out Boy,unknown,102,8,-1
SpotiDownloader.com - Heavy - The Marías,unknown,63,61,-1
spotifydown.com - Desire,unknown,25,12,153
spotifydown.com - A Bar Song (Tipsy),unknown,60,92,-1
Clean Bandit x Elley Duhé – Don’t Leave Me Lonely,unknown,49,31,-1
Prismo - Solo,unknown,46,68,0
spotifydown.com - Cherry Tree,unknown,81,59,-1
Lesley Gore - You Don't Own Me,unknown,2,21,-1
SpotiDownloader.com - Yellow Flicker Beat - Lorde,unknown,23,36,-1
David Kushner - Dead Man,unknown,97,3,-1
spotifydown.com - DENIAL IS A RIVER - Doechii,unknown,46,14,11
spotifydown.com - Not Like Us,unknown,96,80,-1
Faouzia - Hero (1),unknown,31,10,0
Madds_Buckley_The_Red_Means_I_Love_You,Madds,16,69,-1
2WEI_Survivor,2WEI,92,50,94
UPSAHL - Wish You'd Make Me Cry,unknown,78,53,-1
Stela_Cole_Kiss_or_Kill,Stela,37,28,-1
SpotiMate.io - Let Down - Radiohead,unknown,16,30,92
[SPOTDOWNLOADER.COM] One More Light,unknown,60,92,-1
[SPOTDOWNLOADER.COM] Dial Tone,unknown,83,10,0
spotifydown.com - obsessed,unknown,33,68,87
League of Legends - Piercing Light,unknown,0,61,-1
"spotifydown.com - 100,000 People",unknown,99,49,200
Kailee Morgue - Siren,unknown,88,0,-1
SpotiDownloader.com - Eternity - Alex Warren,unknown,9,12,122
SpotiMate.io - Send My Love _To Your New Lover_ - Adele,SpotiMate.io - Send My Love ,96,80,-1
spotifydown.com - Killing Me,unknown,53,23,165
Cars Outside (Luca Schreiner Remix),unknown,39,62,-1
SpotiDownloader.com - TV - Billie Eilish,unknown,12,65,-1
ABBA_Money_Money_Money,ABBA,16,70,17
spotifydown.com - I Sent My Therapist To Therapy,unknown,63,61,-1
Jades_Goudreault_nuh_uh,Jades,96,80,-1
SpotiDownloader.com - What Was That - Lorde,unknown,34,84,-1
[SPOTDOWNLOADER.COM] Kaleidoscope,unknown,66,0,-1
SpotifyMate.com - The Emptiness Machine - Linkin Park,unknown,19,17,-1
A Little Wicked -- Valerie Broussard,unknown,60,92,-1
SpotiDownloader.com - There Is a Light That Never Goes Out - 2011 Remaster - The Smiths,unknown,102,8,59
League of Legends - GODS,unknown,65,2,107
[SPOTDOWNLOADER.COM] Courtesy Call,unknown,88,74,-1
spotifydown.com - Nothing's New,unknown,80,39,-1
Rachel Zegler - The Hanging Tree,unknown,40,22,-1
SpotiDownloader.com - Nothing's Gonna Hurt You Baby - Cigarettes After Sex,unknown,24,19,-1
Chicago - Cell Block Tango,unknown,40,22,205
Laura Karpman - Ms. Marvel Suite,unknown,100,38,124
Madalen Duke - How Villains Are Made,unknown,59,88,-1
Everybody_Loves_an_Outlaw_I_See_Red,Everybody,43,18,-1
Skillet - The Resistance,unknown,68,27,27
Melanie Martinez - EVIL,unknown,53,23,-1
Alec Benjamin - One Wrong Turn,unknown,5,68,8
spotidownloader.com - DtMF - Bad Bunny,unknown,38,9,-1
[SPOTDOWNLOADER.COM] Video Games,unknown,61,41,-1
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,89,102,202
spotidownloader.com - Sunburn - Brian Cheng,unknown,86,98,105
[SPOTDOWNLOADER.COM] Tear in My Heart,unknown,93,15,-1
spotifydown.com - Someone New,unknown,92,12,-1
Achilles Heel - J. Maya,unknown,53,62,14
Halflives - Villain,unknown,70,40,0
SpotiDownloader.com - TYRANT - Beyoncé,unknown,5,10,0
Chicago - Cell Block Tango,unknown,93,15,-1
[SPOTDOWNLOADER.COM] CRAZY,unknown,31,2,84
SpotiDownloader.com - The Subway - Chappell Roan,unknown,16,69,-1
Nina Tribus - Medusa,unknown,93,15,-1
SpotiDownloader.com - TYRANT - Beyoncé,unknown,90,2,-1
spotifydown.com - Iris,unknown,79,80,-1
Bo_Burnham_1985_White_Guy,Bo,16,70,-1
SpotiDownloader.com - Eternity - Alex Warren,unknown,9,12,122
Everybody_Loves_an_Outlaw_I_See_Red,Everybody,16,69,-1
Zolita_Somebody_I_Fucked_Once,Zolita,83,5,-1
01. Playground (from the series Arcane League of Legends),unknown,30,96,176
Lewis Capaldi - Hold Me While You Wait,unknown,66,45,-1
SpotiDownloader.com - The Cut That Always Bleeds - Conan Gray,unknown,68,34,-1
spotifydown.com - Bleeding Out,unknown,61,41,-1
SpotiMate.io - The Last Of The Real Ones - Fall Out Boy,unknown,72,29,97
spotifydown.com - blue - yung kai,unknown,19,17,-1
The Devil Is A Gentleman - Merci Raines,unknown,84,101,117
Sir_Chloe_Michelle,Sir,77,76,-1
Elita - Sour Switchblade,unknown,1,50,96
Au-Ra - Dance in the Dark,unknown,33,89,110
Sub Urban - Freak feat. REI AMI,unknown,43,35,-1
spotifydown.com - Stardust,unknown,24,12,-1
SpotiDownloader.com - My Girl - Isabel LaRosa,unknown,103,21,-1
The Neighbourhood - Sweater Weather,unknown,89,87,141
MISSIO - I Dont Even Care About You,unknown,38,18,75
SpotiDownloader.com - Sorry - Halsey,unknown,44,81,-1
SpotiDownloader.com - Elastic Heart - Sia,unknown,47,34,27
Twenty One Pilots - Doubt,unknown,16,69,-1
Labrinth - Jealous,unknown,30,44,209
System Of A Down - Lonely Day,unknown,11,25,-1
spotifydown.com - Baby Blue Movie,unknown,63,44,-1
01 Puppet,unknown,90,28,-1
SpotiDownloader.com - This Love - Maroon 5,unknown,5,40,0
[SPOTDOWNLOADER.COM] American Cliché,unknown,23,36,-1
SpotiDownloader.com - Touch - Cigarettes After Sex,unknown,30,44,185
Mother_Mother_Burning_Pile,Mother,36,20,-1
spotifydown.com - Humankind,unknown,9,14,-1
SpotiMate.io - One More Night - Maroon 5,unknown,28,10,-1
Winona Oak - SHE,unknown,9,14,14
Charlotte_Lawrence_Joke_s_On_You,Charlotte,102,8,169
SpotiDownloader.com - There's Nothing Holdin' Me Back - Shawn Mendes,unknown,102,8,21
01 Coven - 2021,unknown,57,64,-1
Conan Gray - The Exit,unknown,40,22,-1
[SPOTDOWNLOADER.COM] Tear in My Heart,unknown,28,5,99
J_Maya_Golden_Age,J,5,38,214
[SPOTDOWNLOADER.COM] Tear in My Heart,unknown,93,15,-1
James Arthur - Car's Outside,unknown,51,8,104
SpotiDownloader.com - Touch - Cigarettes After Sex,unknown,30,44,185
SpotiDownloader.com - Sonne - Rammstein,unknown,47,34,27
VALORANT - RENEGADE,unknown,44,81,-1
SpotiDownloader.com - Fix You - Coldplay,unknown,62,0,-1
spotifydown.com - Off To The Races - Lana Del Rey,unknown,4,20,-1
Michael Bublé - Feeling Good,unknown,10,97,-1
SpotiDownloader.com - Control - Halsey,unknown,1,50,-1
spotifydown.com - I Can't Hear It Now (from the series Arcane League of Legends),unknown,48,79,-1
Tommy Genesis - a woman is a god,unknown,7,103,-1
margø_the_other_side,margø,23,36,-1
Rosse_Main_Character,Rosse,30,99,-1
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,9,14,14
SpotiDownloader.com - WONDERLAND - Neoni,unknown,5,68,0
SpotiMate.io - Folded - Kehlani,unknown,33,68,8
Tate McRae - exes,unknown,33,2,-1
Creepy Nuts - Bling-Bang-Bang-Born,unknown,9,62,14
SpotiDownloader.com - Heavy - The Marías,unknown,44,86,-1
NEONI_I_M_NOT_SORRY,NEONI,43,18,-1
spotifydown.com - Mystery of Love,unknown,50,3,-1
[SPOTDOWNLOADER.COM] Too Well,unknown,39,23,106
spotifydown.com - Enemy with JID (Opening Title Version),unknown,32,40,-1
[SPOTDOWNLOADER.COM] Zombie,unknown,51,8,152
Jvke - this is what autumn feels like,unknown,59,88,-1
spotifydown.com - Little Lion Man,unknown,80,64,-1
spotifydown.com - Whatever,unknown,31,74,211
SpotiDownloader.com - Can't Hold Us (feat. Ray Dalton) - Macklemore,unknown,102,8,-1
VALORANT - VISIONS,unknown,56,48,81
spotifydown.com - Taste,unknown,83,10,0
Halflives - Villain,unknown,70,40,0
spotifydown.com - Better People To Leave On Read,unknown,38,70,-1
SpotiMate.io - i wanna be your girlfriend - girl in red,unknown,100,35,-1
SpotiDownloader.com - Fix You - Coldplay,unknown,36,102,195
Lewis Capaldi - Bruises,unknown,76,26,-1
VILLAINS,unknown,96,80,71
SpotiDownloader.com - Nothing's Gonna Hurt You Baby - Cigarettes After Sex,unknown,44,81,44
Natasha_Blume_Black_Sea,Natasha,9,14,11
spotifydown.com - Don't Go Insane,unknown,46,57,52
Natasha_Blume_Black_Sea,Natasha,53,40,0
Katie Gregson-MacLeod - complex (demo),unknown,59,88,-1
The Neighbourhood - Sweater Weather,unknown,25,42,39
SpotiDownloader.com - Breakin' Dishes - Rihanna,unknown,39,62,4
SpotiDownloader.com - Anxiety - Doechii,unknown,9,14,89
Ruelle - Monsters,unknown,10,70,-1
Megan Thee Stallion - HISS,unknown,88,74,-1
Madds_Buckley_The_Red_Means_I_Love_You,Madds,103,51,-1
Jagwar Twin - Bad Feeling (Oompa Loompa),unknown,31,10,213
Lolo_Hit_and_Run,Lolo,43,18,-1
Eason Chan - 这样很好 (Isha's Song) (from the series Arcane League of Legends),unknown,46,57,-1
K-391 - Aurora,unknown,90,23,106
SpotiDownloader.com - we never dated - sombr,unknown,26,20,-1
"01 Take Over (feat. Jeremy McKinnon,",unknown,33,89,-1
Bryce Fox - Horns,unknown,102,8,203
Ólafur Arnalds - The Journey,unknown,75,77,-1
SpotiDownloader.com - Nightmare - Halsey,unknown,78,53,-1
[SPOTDOWNLOADER.COM] Psycho Killer - 2005 Remaster,unknown,48,79,-1
SpotiDownloader.com - Mercy - Shawn Mendes,unknown,32,85,-1
BIRDY RHODES - Let It All Go,unknown,85,12,-1
spotifydown.com - Alibi (with Pabllo Vittar & Yseult),unknown,5,38,48
Twenty One Pilots - Doubt,unknown,69,4,-1
SpotiDownloader.com - Heavy - The Marías,unknown,50,3,-1
SpotiDownloader.com - would've been you - sombr,unknown,80,100,-1
Natasha_Blume_Black_Sea,Natasha,9,14,11
spotifydown.com - In This Shirt,unknown,20,43,-1
The Bidding - Tally Hall,unknown,10,70,-1
SpotiMate.io - Let Down - Radiohead,unknown,46,57,0
Little Mermaid - Poor Unfortunate Souls,unknown,29,25,-1
SpotiDownloader.com - Angry Too - Lola Blanc,unknown,16,69,-1
Billie Eilish - idontwannabeyouanymore,unknown,44,60,167
SpotiDownloader.com - Closer to the moon - Anya Nami,unknown,18,24,-1
K-391 - Aurora,unknown,90,23,106
[SPOTDOWNLOADER.COM] APT.,unknown,83,10,0
SpotiDownloader.com - How I'd Kill - Cowboy Malfoy,unknown,14,1,-1
Bryce Fox - Horns,unknown,9,14,89
Transviolet_Destroy_Destroy_Destroy,Transviolet,102,8,59
SpotiDownloader.com - One More Hour - Tame Impala,unknown,94,76,-1
Angels - Vicetone (Edit),unknown,38,9,-1
[SPOTDOWNLOADER.COM] APT.,unknown,43,18,-1
"01 Take Over (feat. Jeremy McKinnon,",unknown,72,29,97
Valerie_Broussard_Killer,Valerie,2,21,-1
spotifydown.com - Houdini,unknown,5,68,0
Banners - Someone To You,unknown,53,85,-1
spotifydown.com - Too Sweet,unknown,83,10,0
10. When Everything Went Wrong (from the series Arcane League of Legends),unknown,61,25,-1
spotifydown.com - Baby Blue Movie,unknown,73,6,56
SpotiDownloader.com - One More Hour - Tame Impala,unknown,20,43,-1
[SPOTDOWNLOADER.COM] Heaven,unknown,95,78,-1
[SPOTDOWNLOADER.COM] Femininomenon,unknown,57,97,-1
SpotiDownloader.com - Rock That Body - Black Eyed Peas,unknown,31,10,22
SpotiDownloader.com - Supercut - Lorde,unknown,44,86,-1
Mother Mother - Verbatim,unknown,103,51,-1
Bebe Rexha - I'm Gonna Show You Crazy,unknown,33,2,8
spotidownloader.com - Come Back for Me - Jaymes Young,unknown,61,25,-1
Misha Mansoor - The Beast (from the series Arcane League of Legends),unknown,92,50,118
Miley Cyrus - Angels Like You,unknown,102,8,203
spotifydown.com - Messy - Lola Young,unknown,64,56,-1
[SPOTDOWNLOADER.COM] Pink Pony Club,unknown,10,97,68
Dove Cameron - We Go Down Together,unknown,63,44,-1
[SPOTDOWNLOADER.COM] One More Light,unknown,56,59,-1
SpotiMate.io - Salvatore - Lana Del Rey,unknown,6,78,172
SpotiMate.io - All I Wanted - Paramore,unknown,51,8,-1
VALORANT - Fire Again,unknown,68,27,-1
SpotiDownloader.com - party 4 u - Charli xcx,unknown,84,101,117
[SPOTDOWNLOADER.COM] APT.,unknown,83,10,0
[SPOTDOWNLOADER.COM] One More Light,unknown,73,6,82
Connor Price - Violet,unknown,93,15,-1
Panic! At The Disco_ Let's Kill Tonight,Panic! At The Disco,68,34,27
spotifydown.com - Houdini,unknown,83,10,0
spotifydown.com - Houdini,unknown,43,35,-1
spotidownloader.com - Sunburn - Brian Cheng,unknown,35,87,-1
[SPOTDOWNLOADER.COM] One More Light,unknown,60,92,-1
[SPOTDOWNLOADER.COM] American Cliché,unknown,46,57,11
Bella_Poarch_Build_a_Bitch,Bella,16,70,-1
spotifydown.com - Eleanor Rigby,unknown,94,17,-1
spotifydown.com - Backslide,unknown,102,8,-1
Lewis Capaldi - Before You Go,unknown,64,56,143
Adele_Skyfall,Adele,87,22,-1
[SPOTDOWNLOADER.COM] Creatures in Heaven,unknown,98,19,-1
Mad_Tsai_killer_queen,Mad,46,57,-1
Neoni - VILLAIN,unknown,39,23,135
[SPOTDOWNLOADER.COM] Lotus Eater,unknown,98,86,95
[SPOTDOWNLOADER.COM] Dream On,unknown,29,25,-1
League of Legends - Burn It All Down,unknown,31,10,22
2WEI_Toxic,2WEI,40,22,-1
spotifydown.com - Jackie And Wilson,unknown,83,10,0
Billie Eilish - idontwannabeyouanymore,unknown,15,60,-1
spotifydown.com - I Sent My Therapist To Therapy,unknown,39,62,144
spotifydown.com - Not Like Us,unknown,37,80,-1
spotifydown.com - Cry,unknown,49,31,-1
spotifydown.com - blue - yung kai,unknown,19,17,-1
[SPOTDOWNLOADER.COM] Courtesy Call,unknown,37,28,-1
[SPOTDOWNLOADER.COM] Heart Attack - Rock Version,unknown,68,27,13
spotifydown.com - Alrighty Aphrodite,unknown,89,95,-1
Sarah Jeffery - Queen of Mean,unknown,96,80,71
Nelly Furtado - Maneater,unknown,53,23,165
[SPOTDOWNLOADER.COM] Psycho Killer - 2005 Remaster,unknown,33,38,-1
14 - twenty one pilots - Drag Path,unknown,63,61,-1
K_FLAY_High_Enough,K,84,101,26
SpotiMate.io - Green Light - Lorde,unknown,30,96,-1
Chicago - Cell Block Tango,unknown,22,35,166
02. Our Love (from the series Arcane League of Legends),unknown,9,62,14
Lana Del Rey – Season of the Witch,unknown,76,26,-1
salem ilese - don-'t shop when ur hungry !! (feat. vaultboy),unknown,46,57,52
Missio_Twisted,Missio,90,2,107
spotifydown.com - Close To You,unknown,53,85,14
SpotifyMate.com - The Emptiness Machine - Linkin Park,unknown,72,34,20
